Scheme_Code,ISIN_Div,ISIN_Growth,Scheme_Name,NAV,Date,AMC,Category,Estimated_AUM_Cr
136522,INF204KA15Z5,-,Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Direct Plan-Dividend Payout Option,10.0,2019-07-15,Nippon India,Other,342.5648613971539
101229,INF109K01WK2,INF109K01670,ICICI Prudential Short Term Fund - Institutional Plan - Dividend Monthly,12.6927,2019-07-03,ICICI Prudential,Other,358.0869780785426
130220,INF109KA1XJ5,-,ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan C Direct Plan Cumulative Option,15.3491,2019-07-02,ICICI Prudential,Other,559.3183954098674
130221,INF109KA1XK3,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Direct Plan Dividend option,15.3491,2019-07-02,ICICI Prudential,Other,402.9299824762904
130219,INF109KA1XH9,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Cumulative Option,14.5695,2019-07-02,ICICI Prudential,Other,411.6133895251579
130222,INF109KA1XI7,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Dividend Option,14.5695,2019-07-02,ICICI Prudential,Other,557.1011442045184
139363,INF336L01LD7,-,HSBC Fixed Term Series 126 - Growth Option,12.4567,2019-07-01,HSBC,Equity,1197.2781678411782
139366,INF336L01LE5,-,HSBC Fixed Term Series 126 - Dividend Option,10.0,2019-07-01,HSBC,Other,344.68084750033313
139365,INF336L01LB1,-,HSBC Fixed Term Series 126 - Direct Plan Growth Option,12.5896,2019-07-01,HSBC,Equity,1085.5129098946015
139408,INF109KB1WJ6,-,ICICI Prudential India Recovery Fund - Series 7 Direct Plan Dividend Option,11.9,2019-06-26,ICICI Prudential,Other,396.04291600548845
139409,INF109KB1WI8,-,ICICI Prudential India Recovery Fund - Series 7 Dividend Option,11.35,2019-06-26,ICICI Prudential,Other,394.5619800717985
139376,INF204KB1569,-,Reliance Fixed Horizon Fund XXXI- Series 1- Growth Option,12.469,2019-06-24,Nippon India,Equity,1140.0418411016037
139379,INF204KB1585,-,Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Growth Option,12.6459,2019-06-24,Nippon India,Equity,1413.1988012642096
139378,INF204KB1593,-,Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Dividend Payout Option,10.0,2019-06-24,Nippon India,Other,331.9865248189345
146737,INF204KB1Z15,-,Reliance Fixed Horizon Fund XLI - Series 2 - Growth Option,10.1898,2019-06-18,Nippon India,Equity,961.7020368058162
146735,INF204KB1Z49,-,Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Dividend Payout Option,10.0,2019-06-18,Nippon India,Other,326.1492958013448
146738,INF204KB1Z31,-,Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Growth Option,10.1951,2019-06-18,Nippon India,Equity,1037.7720452590047
146736,INF204KB1Z23,-,Reliance Fixed Horizon Fund XLI - Series 2 - Dividend Payout Option,10.0,2019-06-18,Nippon India,Other,276.1479918315934
138354,INF223J01JJ2,-,PGIM India Ultra Short Term Fund - Annual Dividend,10.7885,2019-06-17,PGIM India,Debt,384.4371791787146
138305,INF223J01WW8,-,PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option,148.9974,2019-06-11,PGIM India,Other,749.8977881662378
139348,INF204KB1478,-,Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Dividend Payout Option,10.0,2019-06-11,Nippon India,Other,306.1619303366197
139347,INF204KB1460,-,Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Growth Option,13.1824,2019-06-11,Nippon India,Equity,1437.8535426795822
139346,INF204KB1452,-,Reliance Fixed Horizon Fund XXX- Series 20- Dividend Payout Option,10.0,2019-06-11,Nippon India,Other,316.5720725862292
139345,INF204KB1445,-,Reliance Fixed Horizon Fund XXX- Series 20- Growth Option,12.9663,2019-06-11,Nippon India,Equity,1506.0745170785635
136059,INF204KA12V1,-,Reliance Fixed Horizon Fund XXX-Series 3- Dividend Payout Option,10.0,2019-06-10,Nippon India,Other,292.4884843010335
139361,INF174K015G2,-,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Dividend,10.000003,2019-06-10,Kotak,Other,308.0494205667926
139362,INF174K014G5,-,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Growth,11.91227152,2019-06-10,Kotak,Equity,1311.478536034744
136056,INF204KA11V3,-,Reliance Fixed Horizon Fund XXX-Series 3- Growth Option,13.3375,2019-06-10,Nippon India,Equity,1341.4466081607338
136057,INF204KA14V7,-,Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Dividend Payout Option,10.0,2019-06-10,Nippon India,Other,324.79577227240685
136058,INF204KA13V9,-,Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Growth Option,13.5631,2019-06-10,Nippon India,Equity,1100.1609624988223
139359,INF174K013G7,-,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Dividend,10.00000281,2019-06-10,Kotak,Other,305.86833122872514
139360,INF174K012G9,-,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Growth,11.72408936,2019-06-10,Kotak,Equity,1051.6753540512384
139245,INF204KB1270,-,Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,382.4737346900705
135867,INF204KA10T9,-,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,294.3602994326734
135866,INF204KA19S2,-,Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Growth Option,12.0769,2019-06-06,Nippon India,Equity,1376.1375857149294
135865,INF204KA18S4,-,Reliance Fixed Horizon Fund XXIX- Series 18- Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,341.2720051697017
136313,INF204KA18X4,-,Reliance Fixed Horizon Fund XXX- Series 8- Direct Plan- Dividen Payout Option,10.0,2019-06-06,Nippon India,Other,298.51250525678
135864,INF204KA17S6,-,Reliance Fixed Horizon Fund XXIX- Series 18- Growth Option,11.9741,2019-06-06,Nippon India,Equity,1203.1419165851635
136315,INF204KA17X6,-,Reliance Fixed Horizon Fund XXX- Series 8- Direct Plan- Growth Option,12.6914,2019-06-06,Nippon India,Equity,1424.1186582001062
136451,INF204KA18Y2,-,Reliance Fixed Horizon Fund XXX- Series 11- Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,367.6857024212335
136452,INF204KA19Y0,-,Reliance Fixed Horizon Fund XXX- Series 11- Direct Plan-Growth Option,12.656,2019-06-06,Nippon India,Equity,1080.1044822890124
136450,INF204KA10Z6,-,Reliance Fixed Horizon Fund XXX- Series 11- Direct Plan-Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,298.34121238637385
136449,INF204KA17Y4,-,Reliance Fixed Horizon Fund XXX- Series 11- Growth Option,12.3234,2019-06-06,Nippon India,Equity,1136.8294172187086
136316,INF204KA16X8,-,Reliance Fixed Horizon Fund XXX- Series 8- Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,260.40054464549667
136314,INF204KA15X0,-,Reliance Fixed Horizon Fund XXX- Series 8- Growth Option,12.4638,2019-06-06,Nippon India,Equity,1279.280342018319
139247,INF204KB1262,-,Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Growth Option,12.4432,2019-06-06,Nippon India,Equity,1403.289207626522
139248,INF204KB1247,-,Reliance Fixed Horizon Fund XXX- Series 18- Growth Option,12.2058,2019-06-06,Nippon India,Equity,1148.3301443692546
138224,INF204KB1023,-,Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Growth Option,12.1186,2019-06-06,Nippon India,Equity,1311.7318867387266
139246,INF204KB1254,-,Reliance Fixed Horizon Fund XXX- Series 18- Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,335.08305997092424
138227,INF204KA19Z7,-,Reliance Fixed Horizon Fund XXX- Series 14 - Growth Option,11.9604,2019-06-06,Nippon India,Equity,1122.442998426065
138225,INF204KB1015,-,Reliance Fixed Horizon Fund XXX- Series 14 -Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,273.0268890171972
138226,INF204KB1031,-,Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Dividend Payout Option,10.0,2019-06-06,Nippon India,Other,345.491640653342
129860,INF109KA1VY8,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Dividend Option,15.9313,2019-06-04,ICICI Prudential,Other,579.9196190476343
129857,INF109KA1VV4,-,ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan A Cumulative Option,14.9675,2019-06-04,ICICI Prudential,Other,512.6351378727428
129858,INF109KA1VW2,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Dividend Option,14.9675,2019-06-04,ICICI Prudential,Other,385.1420163676533
129859,INF109KA1VX0,-,ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Cumulative option,15.9313,2019-06-04,ICICI Prudential,Other,450.2391291745336
146602,INF174KA1CI1,-,Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout,10.0036,2019-05-30,Kotak,Other,263.994070046859
139267,INF204KB1346,-,Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Growth Option,12.6621,2019-05-30,Nippon India,Equity,1285.7024392709277
146598,INF174KA1CG5,-,Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout,10.0029,2019-05-30,Kotak,Other,351.6066096378957
146599,INF174KA1CJ9,-,Kotak Quarterly Interval Plan Series13- Direct Plan- Growth,10.1855,2019-05-30,Kotak,Equity,849.2203039097145
146601,INF174KA1CH3,-,Kotak Quarterly Interval Plan Series13- Regular Plan- Growth,10.1862,2019-05-30,Kotak,Equity,1142.1223968711197
139268,INF204KB1353,-,Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Dividend Payout Option,10.0,2019-05-30,Nippon India,Other,325.87724378005856
139265,INF204KB1320,-,Reliance Fixed Horizon Fund XXX- Series 19- Growth Option,12.6254,2019-05-30,Nippon India,Equity,1341.6177278557118
139266,INF204KB1338,-,Reliance Fixed Horizon Fund XXX- Series 19- Dividend Payout Option,10.0,2019-05-30,Nippon India,Other,378.91169734630574
139102,INF109KB1TM6,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Dividend Option,12.6299,2019-05-29,ICICI Prudential,Other,335.58903668219233
139101,INF109KB1TL8,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Cumulative Option,12.6299,2019-05-29,ICICI Prudential,Other,467.25913446526675
139099,INF109KB1TN4,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Direct Plan Cumulative Option,12.707,2019-05-29,ICICI Prudential,Other,344.51163322727336
129574,INF204KA1OT7,-,Reliance Close Ended Equity Fund II- Series A- Growth Option,18.5052,2019-05-28,Nippon India,Equity,1749.3043279549577
129573,INF204KA1OU5,-,Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,12.9136,2019-05-28,Nippon India,Equity,1454.6139019234872
129572,INF204KA1OW1,-,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,13.6958,2019-05-28,Nippon India,Equity,1572.3795019461234
129571,INF204KA1OV3,-,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,19.3301,2019-05-28,Nippon India,Equity,1913.8854430705474
139342,INF109KB1VL4,-,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Cumulative Option,12.5279,2019-05-28,ICICI Prudential,Other,414.4216081529686
139341,INF109KB1VN0,-,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Cumulative Option,12.6271,2019-05-28,ICICI Prudential,Other,436.06630642885693
139343,INF109KB1VO8,-,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Dividend Option,12.6271,2019-05-28,ICICI Prudential,Other,456.13124285190065
139340,INF109KB1VM2,-,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Dividend Option,12.5279,2019-05-28,ICICI Prudential,Other,338.9223617358711
122909,INF109KA1368,-,ICICI Prudential Short Term Fund - Direct Plan - Bonus,40.962,2019-05-28,ICICI Prudential,Other,899.2221786333529
134573,INF109KB1DN8,-,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Cumulative Option,13.7176,2019-05-27,ICICI Prudential,Other,434.0401045310314
119534,INF209K01YP5,-,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW,10.0,2019-05-27,Aditya Birla Sun Life,Debt,392.09974801730704
134575,INF109KB1DP3,-,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Direct Plan Cumulative Option,13.8882,2019-05-27,ICICI Prudential,Other,429.2766237385175
134576,INF109KB1DQ1,-,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Direct Plan Dividend Option,13.8882,2019-05-27,ICICI Prudential,Other,444.38548940506206
134574,INF109KB1DO6,-,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Dividend Option,13.7176,2019-05-27,ICICI Prudential,Other,515.1663791154393
138334,INF223J01WF3,-,PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688,2019-05-24,PGIM India,Debt,485.83215740422787
139261,INF109KB1US1,-,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option,10.85,2019-05-15,ICICI Prudential,Other,408.59770037895686
139264,INF109KB1UU7,-,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option,14.28,2019-05-15,ICICI Prudential,Other,397.02615667609376
139263,INF109KB1UT9,-,ICICI Prudential India Recovery Fund - Series 5 Cumulative Option,13.78,2019-05-15,ICICI Prudential,Other,478.6902954571326
139331,INF174K019F6,-,Kotak FMP Series 194 - Regular - Dividend Payout,11.32342082,2019-05-15,Kotak,Other,406.07530654649423
139262,INF109KB1UR3,-,ICICI Prudential India Recovery Fund - Series 5 Dividend Option,10.47,2019-05-15,ICICI Prudential,Other,357.69832218219034
139333,INF174K018F8,-,Kotak FMP Series 194 - Regular- Growth,11.67936116,2019-05-15,Kotak,Equity,1202.7726303512452
139332,INF174K010G3,-,Kotak FMP Series 194 - Direct - Growth,11.78329288,2019-05-15,Kotak,Equity,1193.8745833455232
105544,INF179K01491,-,HDFC Low Duration Fund- Wholesale- Growth,41.8371,2019-05-10,HDFC,Debt,1681.8201063344957
105545,INF179K01525,-,HDFC Low Duration Fund- Wholesale Weekly Dividend,10.1734,2019-05-10,HDFC,Debt,451.46345554632
105546,INF179K01509,INF179K01517,HDFC Low Duration Fund- Wholesale Monthly Dividend,10.1856,2019-05-10,HDFC,Debt,339.56619538889595
105547,-,INF179K01541,HDFC Low Duration Fund- Wholesale Daily Dividend,10.1574,2019-05-10,HDFC,Debt,455.7740251249405
136227,INF109KB1RG2,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Dividend Option,12.8897,2019-05-09,ICICI Prudential,Other,396.7976062548506
136225,INF109KB1RE7,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Dividend Option,12.8628,2019-05-09,ICICI Prudential,Other,369.6644048090171
136224,INF109KB1RD9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Cumulative Option,12.9228,2019-05-09,ICICI Prudential,Other,472.9117676687726
136226,INF109KB1RF4,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Cumulative Option,12.9504,2019-05-09,ICICI Prudential,Other,401.6315351298937
129228,INF109KA1TS4,-,ICICI Prudential Value Fund - Series 4 Direct Plan Dividend,10.82,2019-05-08,ICICI Prudential,Equity,1200.3755188878356
136229,INF109KB1RQ1,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Dividend Option,12.824,2019-05-08,ICICI Prudential,Other,370.1366903233002
136231,INF109KB1RS7,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Direct Plan Dividend Option,12.8507,2019-05-08,ICICI Prudential,Other,328.38688819951057
129235,INF109KA1TP0,-,ICICI Prudential Value Fund - Series 4 Cumulative Option,21.15,2019-05-08,ICICI Prudential,Equity,2084.957511139241
129234,INF109KA1TR6,-,ICICI Prudential Value Fund - Series 4 Direct Plan Cumulative Option,22.23,2019-05-08,ICICI Prudential,Equity,1844.3456883235863
129229,INF109KA1TQ8,-,ICICI Prudential Value Fund - Series 4  Dividend,10.17,2019-05-08,ICICI Prudential,Equity,1106.5741897233431
138306,INF223J01WV0,-,PGIM India INSTA CASH FUND - Annual Bonus Option,144.9174,2019-05-08,PGIM India,Other,728.3440435422114
136230,INF109KB1RR9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Direct Plan Cumulative Option,12.9032,2019-05-08,ICICI Prudential,Other,402.0798241155838
136228,INF109KB1RP3,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Cumulative Option,12.8758,2019-05-08,ICICI Prudential,Other,342.6733097197706
129233,INF109KA1TU0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Dividend Option,13.9943,2019-05-06,ICICI Prudential,Other,408.0649140667774
129230,INF109KA1TW6,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan- Dividend Option,14.7375,2019-05-06,ICICI Prudential,Other,522.7306703225217
129231,INF109KA1TV8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan Cumulative Option,15.8208,2019-05-06,ICICI Prudential,Other,434.0743857831591
129232,INF109KA1TT2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Cumulative Option,14.9292,2019-05-06,ICICI Prudential,Other,503.95676476606155
145437,INF174KA1889,-,Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth,10.39494886,2019-05-05,Kotak,Equity,1198.004775036824
145441,INF174KA1863,-,Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout,10.018167,2019-05-05,Kotak,Other,342.3522846489368
145440,INF174KA1913,-,Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth,10.40029408,2019-05-05,Kotak,Equity,1154.9047858800095
139253,INF109KB1UN2,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Cumulative Option,12.4418,2019-05-03,ICICI Prudential,Other,334.6035749133867
139254,INF109KB1UO0,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Dividend Option,12.4418,2019-05-03,ICICI Prudential,Other,357.0948535709748
139256,INF109KB1UQ5,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Dividend Option,12.5487,2019-05-03,ICICI Prudential,Other,463.18527398505165
139255,INF109KB1UP7,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Cumulative Option,12.5487,2019-05-03,ICICI Prudential,Other,434.4722948073651
139272,INF174K015F4,-,Kotak FMP Series 193 - Regular - Dividend Payout,11.29704707,2019-05-02,Kotak,Other,380.252505460329
139269,INF174K014F7,-,Kotak FMP Series 193 - Regular - Growth,12.12913505,2019-05-02,Kotak,Equity,1276.3282674701704
139271,INF174K016F2,-,Kotak FMP Series 193 - Direct - Growth,12.2610436,2019-05-02,Kotak,Equity,1169.3301480254167
133310,INF204KA1ZI6,-,Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option,13.8329,2019-04-30,Nippon India,Equity,1117.245841110202
133309,INF204KA1ZH8,-,Reliance Capital Builder Fund II - Series B - Dividend Payout Option,13.0421,2019-04-30,Nippon India,Other,463.0866419917355
133311,INF204KA1ZJ4,-,Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option,13.8329,2019-04-30,Nippon India,Other,472.51552725641295
133308,INF204KA1ZG0,-,Reliance Capital Builder Fund II - Series B - Growth Option,13.0421,2019-04-30,Nippon India,Equity,1274.0124344630963
136284,INF174K010E8,-,Kotak Capital Protection Oriented Scheme Series 3 - Direct Growth,12.01316151,2019-04-25,Kotak,Equity,1376.118007687172
136287,INF174K019D1,-,Kotak Capital Protection Oriented Scheme Series 3 Regular Dividend Payout,10.00000414,2019-04-25,Kotak,Other,297.90605091601407
136286,INF174K018D3,-,Kotak Capital Protection Oriented Scheme Series 3 Regular Growth,11.79653915,2019-04-25,Kotak,Equity,1069.1663934629512
136295,INF109KB1SD7,-,ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Direct Plan Cumulative Option,12.8232,2019-04-25,ICICI Prudential,Other,469.7619923106849
136297,INF109KB1SE5,-,ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Direct Plan Dividend Option,12.7806,2019-04-25,ICICI Prudential,Other,455.84628059599663
136135,INF174KA1DW0,-,Kotak FMP Series 186 - Direct Growth,13.5408,2019-04-25,Kotak,Equity,1345.2877619262115
136296,INF109KB1SC9,-,ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Dividend Option,12.7559,2019-04-25,ICICI Prudential,Other,346.59086817575877
136134,INF174KA1DU4,-,Kotak FMP Series 186 - Regular Growth,13.5184,2019-04-25,Kotak,Equity,1182.9037303164828
139110,INF109KB1TG8,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Dividend Option,12.7023,2019-04-25,ICICI Prudential,Other,430.2534265616091
139109,INF109KB1TF0,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Cumulative Option,12.7023,2019-04-25,ICICI Prudential,Other,386.32683970536954
139104,INF109KB1TR5,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Direct Plan Cumulative Option,12.6864,2019-04-25,ICICI Prudential,Other,458.8742705326481
139103,INF109KB1TP9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Cumulative Option,12.6175,2019-04-25,ICICI Prudential,Other,474.6410862143327
139107,INF109KB1TD5,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Cumulative Option,12.6746,2019-04-25,ICICI Prudential,Other,453.46351935461706
136294,INF109KB1SB1,-,ICICI Prudential Fixed Maturity Plan - Series 78 -1150 Days Plan N Cumulative Option,12.7979,2019-04-25,ICICI Prudential,Other,388.01110782832484
139116,INF109KB1TI4,-,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option,12.5122,2019-04-24,ICICI Prudential,Other,444.94874308586907
139117,INF109KB1TJ2,-,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option,13.0611,2019-04-24,ICICI Prudential,Other,391.6431983979462
139119,INF109KB1TH6,-,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option,12.5122,2019-04-24,ICICI Prudential,Other,345.7715611497945
135993,INF109KB1PW3,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Dividend Option,12.9064,2019-04-23,ICICI Prudential,Other,334.6594646958191
135994,INF109KB1PU7,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Dividend Option,12.8739,2019-04-23,ICICI Prudential,Other,391.6567606973927
136133,INF174KA1DV2,-,Kotak FMP Series 186 - Regular Dividend,13.5142432,2019-04-23,Kotak,Other,500.3789761878072
135992,INF109KB1PV5,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Direct Plan Cumulative Option,12.9064,2019-04-23,ICICI Prudential,Other,368.49638875864366
135995,INF109KB1PT9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1190 Days Plan E Cumulative Option,12.8739,2019-04-23,ICICI Prudential,Other,362.23739138433007
139078,INF174K018E1,-,Kotak FMP Series 191 - Direct - Growth,12.69637755,2019-04-22,Kotak,Equity,1489.5203323010585
146837,INF174KA1DB4,-,Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,0.0001,2019-04-22,Kotak,Equity,607.5012338551777
136047,INF109KB1QB5,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Cumulative Option,12.8514,2019-04-22,ICICI Prudential,Other,456.53514488696567
139079,INF174K017E3,-,Kotak FMP Series 191 - Regular - Dividend Payout,10.000014,2019-04-22,Kotak,Other,296.0203655867964
136046,INF109KB1QD1,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Cumulative Option,12.8818,2019-04-22,ICICI Prudential,Other,334.69423038379966
136049,INF109KB1QE9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Dividend Option,12.8818,2019-04-22,ICICI Prudential,Other,479.3018149210169
136048,INF109KB1QC3,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Dividend Option,12.8514,2019-04-22,ICICI Prudential,Other,350.6454806921816
139080,INF174K016E5,-,Kotak FMP Series 191 - Regular - Growth,12.62255773,2019-04-22,Kotak,Equity,1272.4093092686824
139091,INF336L01KX7,-,HSBC Fixed Term Series 125 - Direct Plan Growth Option,12.6358,2019-04-18,HSBC,Equity,1135.1151524207767
139092,INF336L01LA3,-,HSBC Fixed Term Series 125 - Dividend Option,10.0,2019-04-18,HSBC,Other,263.35236696093165
139093,INF336L01KZ2,-,HSBC Fixed Term Series 125 - Growth Option,12.5053,2019-04-18,HSBC,Equity,1012.6699408091486
136460,INF109KB1TC7,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Direct Plan Dividend Option,13.0244,2019-04-18,ICICI Prudential,Other,351.3654204502907
136461,INF109KB1TB9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Direct Plan Cumulative Option,13.0244,2019-04-18,ICICI Prudential,Other,344.0261100742112
139178,INF109KB1TX3,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Cumulative Option,12.6569,2019-04-18,ICICI Prudential,Other,445.554533077114
139179,INF109KB1UA9,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Dividend Option,12.6826,2019-04-18,ICICI Prudential,Other,401.9853756431981
136462,INF109KB1SZ0,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Cumulative Option,12.9428,2019-04-18,ICICI Prudential,Other,386.6848436360475
136459,INF109KB1TA1,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1127 Days Plan R Dividend Option,12.9428,2019-04-18,ICICI Prudential,Other,399.1419866589926
139180,INF109KB1TZ8,-,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Cumulative Option,12.6826,2019-04-18,ICICI Prudential,Other,473.69237345456213
136365,INF174K015E7,-,Kotak FMp Series 190 - Direct - Dividend Payout,12.83786031,2019-04-17,Kotak,Other,476.51266245123236
136362,INF174K014E0,-,Kotak FMP Series 190 - Direct - Growth,12.83786022,2019-04-17,Kotak,Equity,1377.2317893625539
136364,INF174K013E2,-,Kotak FMP Series 190 - Regular - Dividend Payout,10.0000026,2019-04-17,Kotak,Other,367.8533688184975
136363,INF174K012E4,-,Kotak FMP Series 190 - Regular - Growth,12.7482555,2019-04-17,Kotak,Equity,1168.1785189752018
146835,INF174KA1CZ5,-,Kotak Monthly Interval Plan Series 4-Regular Plan- Growth,10.07183073,2019-04-17,Kotak,Equity,947.3797971299264
146839,-,INF174KA1DD0,Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment,10.0087785,2019-04-17,Kotak,Other,333.5918743413945
